K..Mandi,K..Tidur,L..Bangunan,Sertifikat,Tipe.Properti,Kota,Price
4719,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
4720,3,3,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,2800000000
4721,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
4722,1,4,184,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
4723,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
4724,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1080000000
4725,3,4,300,HGB - Hak Guna Bangunan,Rumah,Jakarta Pusat,2750000000
4726,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,780000000
4727,1,1,22,HP - Hak Pakai,Apartemen,Jakarta Timur,650000000
4728,1,1,44,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,780000000
4729,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
4730,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,313000000
4731,1,2,175,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,2900000000
4732,1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,550000000
4733,3,3,108,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2500000000
4734,1,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,750000000
4735,2,2,72,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3700000000
4736,2,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3000000000
4737,1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Depok,525000000
4738,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
4739,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
4740,2,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1950000000
4741,2,2,153,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5000000000
4742,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1400000000
4743,3,3,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5500000000
4744,2,3,122,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2750000000
4745,1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,891000000
4746,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
4747,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
4748,1,1,66,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1300000000
4749,3,3,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
4750,2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
4751,2,3,71,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
4752,1,1,38,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,930000000
4753,1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1200000000
4754,1,2,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
4755,3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
4756,2,2,137,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4000000000
4757,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
4758,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,295000000
4759,1,1,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,510000000
4760,2,2,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2400000000
4761,1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,380000000
4762,3,3,315,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
4763,2,2,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1550000000
4764,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
4765,4,4,225,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2750000000
4766,1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,725000000
4767,1,2,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1000000000
4768,1,1,25,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,850000000
4769,1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,700000000
4770,2,2,46,SHM - Sertifikat Hak Milik,Rumah,Depok,599000000
4771,2,2,67,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,960000000
4772,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
4773,2,2,43,SHM - Sertifikat Hak Milik,Apartemen,Depok,1090000000
4774,1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1130000000
4775,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1330000000
4776,3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
4777,3,4,159,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
4778,1,1,18,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,525000000
4779,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
4780,2,2,149,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,5900000000
4781,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,285000000
4782,1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,850000000
4783,3,4,252,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
4784,2,2,125,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2900000000
4785,3,3,135,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3000000000
4786,2,3,113,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2650000000
4787,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1200000000
4788,2,3,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
4789,2,3,122,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
4790,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3100000000
4791,1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,700000000
4792,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
4793,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
4794,2,3,106,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1300000000
4795,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
4796,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
4797,1,2,43,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1300000000
4798,3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
4799,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
4800,2,3,110,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,2470000000
4801,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,570000000
4802,1,3,90,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2500000000
4803,1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1250000000
4804,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
4805,1,1,55,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1500000000
4806,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
4807,1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Depok,975000000
4808,2,3,115,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3250000000
4809,1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,800000000
4810,2,2,77,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,950000000
4811,2,3,115,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,3490000000
4812,2,1,96,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2300000000
4813,1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2000000000
4814,1,2,62,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2400000000
4815,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
4816,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
4817,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,650000000
4818,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
4819,2,3,121,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2300000000
4820,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,284000000
4821,2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
4822,1,1,52,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,800000000
4823,3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
4824,1,2,55,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,725000000
4825,2,4,78,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2100000000
4826,2,2,43,SHM - Sertifikat Hak Milik,Apartemen,Depok,1090000000
4827,3,1,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
4828,2,1,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,3200000000
4829,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
4830,2,2,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,3200000000
4831,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,230000000
4832,1,3,68,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1100000000
4833,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
4834,3,3,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
4835,1,2,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,400000000
4836,2,3,125,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3200000000
4837,1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1300000000
4838,3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
4839,2,3,124,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1900000000
4840,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
4841,3,4,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4400000000
4842,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,450000000
4843,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Depok,1300000000
4844,1,1,34,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,780000000
4845,3,3,95,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1700000000
4846,1,2,30,HGB - Hak Guna Bangunan,Apartemen,Depok,400000000
4847,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,450000000
4848,1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,950000000
4849,3,4,353,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5600000000
4850,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
4851,1,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,800000000
4852,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Depok,250000000
4853,2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1510000000
4854,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,550000000
4855,2,3,105,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2850000000
4856,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
4857,2,2,102,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1990000000
4858,1,2,53,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1000000000
4859,1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,800000000
4860,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,485000000
4861,3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
4862,2,2,125,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2400000000
4863,2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
4864,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,570000000
4865,4,3,192,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1900000000
4866,2,3,206,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,4900000000
4867,2,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1410000000
4868,3,4,259,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4700000000
4869,3,4,230,SHM - Sertifikat Hak Milik,Rumah,Depok,1850000000
4870,3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
4871,3,3,280,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,5200000000
4872,5,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2600000000
4873,3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3100000000
4874,2,2,113,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3600000000
4875,3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2700000000
4876,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
4877,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
4878,1,1,37,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,680000000
4879,3,3,162,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5460000000
4880,1,1,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
4881,1,2,45,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1000000000
4882,2,2,67,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1250000000
4883,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
4884,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
4885,1,1,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,705000000
4886,1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,891000000
4887,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,450000000
4888,2,2,64,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1000000000
4889,2,2,74,HS - Hak Sewa,Apartemen,Jakarta Pusat,1100000000
4890,1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,645000000
4891,2,3,63,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,628000000
4892,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
4893,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3200000000
4894,3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
4895,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,800000000
4896,2,3,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
4897,1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1100000000
4898,1,1,18,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,230000000
4899,3,4,162,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3750000000
4900,1,2,48,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1130000000
4901,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
4902,3,4,89,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1200000000
4903,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,700000000
4904,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,800000000
4905,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
4906,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
4907,1,2,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,832000000
4908,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
4909,3,4,138,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1950000000
4910,2,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2300000000
4911,1,1,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4500000000
4912,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1970000000
4913,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
4914,3,3,121,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,4240000000
4915,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,345000000
4916,2,3,176,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2650000000
4917,1,1,27,HGB - Hak Guna Bangunan,Apartemen,Depok,750000000
4918,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,865000000
4919,1,2,91,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3250000000
4920,2,4,185,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,1800000000
4921,1,2,52,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1500000000
4922,2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
4923,1,2,39,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,740000000
4924,1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
4925,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
4926,3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3550000000
4927,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
4928,3,3,250,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5290000000
4929,2,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
4930,1,3,68,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1400000000
4931,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
4932,2,4,160,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1500000000
4933,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
4934,3,3,240,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5400000000
4935,1,1,31,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,475000000
4936,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,650000000
4937,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
4938,2,3,162,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3300000000
4939,2,3,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2600000000
4940,1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,480000000
4941,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,250000000
4942,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,850000000
4943,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,310000000
4944,3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
4945,3,3,115,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
4946,2,2,85,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3600000000
4947,1,1,30,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,700000000
4948,2,3,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
4949,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
4950,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
4951,2,2,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,400000000
4952,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1050000000
4953,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
4954,1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2000000000
4955,1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,900000000
4956,2,2,64,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1100000000
4957,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,315000000
4958,1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
4959,2,4,230,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2950000000
4960,1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,570000000
4961,1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,850000000
4962,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,325000000
4963,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
4964,1,1,29,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,499000000
4965,3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
4966,1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,500000000
4967,1,1,74,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1050000000
4968,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,350000000
4969,1,2,105,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,2300000000
4970,1,2,51,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,832000000
4971,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
4972,2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3500000000
4973,3,4,154,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4700000000
4974,1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
4975,2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
4976,1,2,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,350000000
4977,2,3,101,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1950000000
4978,4,3,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
4979,1,1,51,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1650000000
4980,3,4,104,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2350000000
4981,2,3,103,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1600000000
4982,3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2900000000
4983,3,3,112,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1490000000
4984,2,2,128,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3750000000
4985,2,2,46,SHM - Sertifikat Hak Milik,Rumah,Depok,599000000
4986,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
4987,2,2,74,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1050000000
4988,3,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
4989,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
4990,2,3,117,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2800000000
4991,2,3,95,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1750000000
4992,1,1,21,HP - Hak Pakai,Apartemen,Tangerang Selatan,245000000
4993,3,3,127,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1450000000
4994,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
4995,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1420000000
4996,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2650000000
4997,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,240000000
4998,1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Depok,800000000
4999,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
5000,2,3,206,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,4900000000
5001,1,1,26,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,485000000
5002,3,3,87,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2200000000
5003,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
5004,1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,535000000
5005,1,1,26,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,700000000
5006,1,2,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,650000000
5007,2,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
5008,2,2,50,SHM - Sertifikat Hak Milik,Rumah,Depok,605000000
5009,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
5010,1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1700000000
5011,2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
5012,3,4,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2600000000
5013,1,1,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1890000000
5014,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
5015,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,330000000
5016,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Depok,700000000
5017,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
5018,2,3,57,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,850000000
5019,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1520000000
5020,1,2,58,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1650000000
