kamar_mandi,kamar_tidur,luas_bangunan,sertifikat,tipe_properti,kota,harga
3,3,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5500000000
2,3,122,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2750000000
1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,891000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
1,1,66,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1300000000
3,3,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
2,3,71,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
1,1,38,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,930000000
1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1200000000
1,2,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
2,2,137,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4000000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,295000000
1,1,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,510000000
2,2,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2400000000
1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,380000000
3,3,315,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
2,2,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1550000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
4,4,225,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2750000000
1,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,725000000
1,2,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1000000000
1,1,25,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,850000000
1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,700000000
2,2,46,SHM - Sertifikat Hak Milik,Rumah,Depok,599000000
2,2,67,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,960000000
3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2,2,43,SHM - Sertifikat Hak Milik,Apartemen,Depok,1090000000
1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1130000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1330000000
3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
3,4,159,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
1,1,18,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,525000000
1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
2,2,149,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,5900000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,285000000
1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,850000000
3,4,252,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2,2,125,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2900000000
3,3,135,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3000000000
2,3,113,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,2650000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1200000000
2,3,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
2,3,122,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3100000000
1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,700000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
2,3,106,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1300000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
1,2,43,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1300000000
3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
2,3,110,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,2470000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,570000000
1,3,90,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2500000000
1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1250000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
1,1,55,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1500000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
1,2,50,SHM - Sertifikat Hak Milik,Apartemen,Depok,975000000
2,3,115,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3250000000
1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,800000000
2,2,77,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,950000000
2,3,115,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,3490000000
2,1,96,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2300000000
1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2000000000
1,2,62,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2400000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,650000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
2,3,121,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2300000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,284000000
2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
1,1,52,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,800000000
3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
1,2,55,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,725000000
2,4,78,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2100000000
2,2,43,SHM - Sertifikat Hak Milik,Apartemen,Depok,1090000000
3,1,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2,1,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,3200000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2,2,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,3200000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,230000000
1,3,68,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1100000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3,3,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,2,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,400000000
2,3,125,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3200000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1300000000
3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
2,3,124,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1900000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
3,4,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4400000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,450000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Depok,1300000000
1,1,34,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,780000000
3,3,95,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1700000000
1,2,30,HGB - Hak Guna Bangunan,Apartemen,Depok,400000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,450000000
1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,950000000
3,4,353,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5600000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
1,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,800000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Depok,250000000
2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1510000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,550000000
2,3,105,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2850000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
2,2,102,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1990000000
1,2,53,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1000000000
1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,800000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,485000000
3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
2,2,125,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2400000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,570000000
4,3,192,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1900000000
2,3,206,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,4900000000
2,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1410000000
3,4,259,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4700000000
3,4,230,SHM - Sertifikat Hak Milik,Rumah,Depok,1850000000
3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
3,3,280,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,5200000000
5,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2600000000
3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3100000000
2,2,113,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3600000000
3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2700000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
1,1,37,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,680000000
3,3,162,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5460000000
1,1,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
1,2,45,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1000000000
2,2,67,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1250000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
1,1,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,705000000
1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,891000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,450000000
2,2,64,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1000000000
2,2,74,HS - Hak Sewa,Apartemen,Jakarta Pusat,1100000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,645000000
2,3,63,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,628000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3200000000
3,4,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1430000000
1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,800000000
2,3,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1100000000
1,1,18,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,230000000
3,4,162,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3750000000
1,2,48,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1130000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,550000000
3,4,89,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1200000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,700000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,800000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
1,2,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,832000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
3,4,138,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1950000000
2,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2300000000
1,1,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4500000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1970000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1150000000
3,3,121,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,4240000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,345000000
2,3,176,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2650000000
1,1,27,HGB - Hak Guna Bangunan,Apartemen,Depok,750000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,865000000
1,2,91,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3250000000
2,4,185,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,1800000000
1,2,52,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1500000000
2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
1,2,39,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,740000000
1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3550000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
3,3,250,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5290000000
2,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
1,3,68,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1400000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2,4,160,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1500000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3,3,240,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5400000000
1,1,31,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,475000000
1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,650000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
2,3,162,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3300000000
2,3,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2600000000
1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,480000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,250000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,850000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,310000000
3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
3,3,115,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
2,2,85,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3600000000
1,1,30,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,700000000
2,3,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2,2,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,400000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1050000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2000000000
1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,900000000
2,2,64,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1100000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,315000000
1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
2,4,230,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2950000000
1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,570000000
1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,850000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,325000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
1,1,29,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,499000000
3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,500000000
1,1,74,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1050000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,350000000
1,2,105,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,2300000000
1,2,51,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,832000000
4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3500000000
3,4,154,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4700000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
1,2,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,350000000
2,3,101,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1950000000
4,3,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,1,51,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1650000000
3,4,104,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2350000000
2,3,103,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1600000000
3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2900000000
3,3,112,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1490000000
2,2,128,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3750000000
2,2,46,SHM - Sertifikat Hak Milik,Rumah,Depok,599000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
2,2,74,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1050000000
3,4,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2,3,117,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2800000000
2,3,95,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1750000000
1,1,21,HP - Hak Pakai,Apartemen,Tangerang Selatan,245000000
3,3,127,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1450000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1420000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2650000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,240000000
1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Depok,800000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
2,3,206,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,4900000000
1,1,26,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,485000000
3,3,87,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2200000000
4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,535000000
1,1,26,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,700000000
1,2,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,650000000
2,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
2,2,50,SHM - Sertifikat Hak Milik,Rumah,Depok,605000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
1,1,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1700000000
2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
3,4,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2600000000
1,1,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1890000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,330000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Depok,700000000
3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
2,3,57,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,850000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1520000000
1,2,58,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1650000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,750000000
1,2,79,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2050000000
1,1,46,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1700000000
3,3,192,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1900000000
2,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2900000000
2,3,145,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2700000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,325000000
1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5830000000
1,2,60,SHM - Sertifikat Hak Milik,Rumah,Depok,780000000
1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,320000000
4,4,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3000000000
2,3,81,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2600000000
1,2,80,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
2,4,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1950000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
2,3,275,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4280000000
2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
5,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3000000000
1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,700000000
1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,1050000000
5,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3250000000
2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2300000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,425000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1270000000
2,3,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1790000000
1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,675000000
2,4,225,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4700000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
3,4,230,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2700000000
3,3,257,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5320000000
4,4,192,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1900000000
3,4,200,HGB - Hak Guna Bangunan,Rumah,Jakarta Barat,3500000000
3,3,105,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1850000000
3,4,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2800000000
1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,430000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3600000000
4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,284000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,800000000
3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1800000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,550000000
